CMS Certification Number (CCN),Provider Name,Address Line 1,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range,LOCATION1
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_004_01_PPR_PD_OBS,3.08,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_004_01_PPR_PD_OBS_READM,2,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_004_01_PPR_PD_RSRR,9.05,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_004_01_PPR_PD_RSRR_2_5,5.97,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_004_01_PPR_PD_RSRR_97_5,13.15,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_004_01_PPR_PD_VOLUME,65,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_COMP_PERF,No Different than the National Rate,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_NUMBER,14,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_OBS_RATE,31.82,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_RS_RATE,45.73,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_RS_RATE_2_5,31.71,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_RS_RATE_97_5,59.66,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_005_02_DTC_VOLUME,44,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_006_01_MSPB_NUMB,67,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_006_01_MSPB_SCORE,0.97,-,10/01/2020,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_007_02_DENOMINATOR,72,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_007_02_NUMERATOR,69,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_007_02_OBS_RATE,95.8,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_013_02_DENOMINATOR,72,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_013_02_NUMERATOR,0,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_013_02_OBS_RATE,0,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_022_04_DENOMINATOR,35,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_022_04_OBS_CHG_SFCR_SCORE,2,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_022_04_ADJ_CHG_SFCR_SCORE,5,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_023_04_DENOMINATOR,35,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_023_04_OBS_CHG_MOBL_SCORE,3.9,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_023_04_ADJ_CHG_MOBL_SCORE,7.6,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_024_04_DENOMINATOR,36,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_024_04_NUMERATOR,11,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_024_04_OBS_RATE,30.6,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_025_04_DENOMINATOR,36,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_025_04_NUMERATOR,3,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_025_04_OBS_RATE,8.3,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_038_02_DENOMINATOR,72,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_038_02_NUMERATOR,0,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_038_02_OBS_RATE,0,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_038_02_ADJ_RATE,0,-,01/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_NUMBER,3,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_VOLUME,42,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_OBS_RATE,7.14,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_RS_RATE,7.41,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_RS_RATE_2_5,4.15,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_RS_RATE_97_5,13.13,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_039_01_HAI_COMP_PERF,No Different than the National Rate,-,10/01/2021,09/30/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_040_01_DENOMINATOR,61,-,10/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_040_01_NUMERATOR,60,-,10/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_040_01_OBS_RATE,98.4,-,10/01/2022,12/31/2022,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_041_01_DENOMINATOR,118,-,10/01/2022,03/31/2023,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_041_01_NUMERATOR,50,-,10/01/2022,03/31/2023,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15028,KELLER LANDING,813 KELLER LANE,TUSCUMBIA,AL,35674,Colbert,(256)383-1535,4,S_041_01_OBS_RATE,42.4,-,10/01/2022,03/31/2023,-,"813 KELLER LANE, TUSCUMBIA, AL, 35674"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_001_03_DENOMINATOR,332,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_001_03_NUMERATOR,331,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_001_03_OBS_RATE,99.7,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_OBS,9.55,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_OBS_READM,45,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_RSRR,10.74,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_RSRR_2_5,8.45,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_RSRR_97_5,13.35,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_004_01_PPR_PD_VOLUME,471,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_COMP_PERF,Better than the National Rate,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_NUMBER,217,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_OBS_RATE,54.25,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_RS_RATE,57.38,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_RS_RATE_2_5,52.16,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_RS_RATE_97_5,62.47,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_005_02_DTC_VOLUME,400,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_006_01_MSPB_NUMB,435,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_006_01_MSPB_SCORE,0.94,-,10/01/2020,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_007_02_DENOMINATOR,323,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_007_02_NUMERATOR,320,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_007_02_OBS_RATE,99.1,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_013_02_DENOMINATOR,323,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_013_02_NUMERATOR,3,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_013_02_OBS_RATE,0.9,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_022_04_DENOMINATOR,196,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_022_04_OBS_CHG_SFCR_SCORE,9.6,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_022_04_ADJ_CHG_SFCR_SCORE,8.1,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_023_04_DENOMINATOR,196,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_023_04_OBS_CHG_MOBL_SCORE,19,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_023_04_ADJ_CHG_MOBL_SCORE,17.5,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_024_04_DENOMINATOR,196,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_024_04_NUMERATOR,95,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_024_04_OBS_RATE,48.5,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_025_04_DENOMINATOR,196,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_025_04_NUMERATOR,90,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_025_04_OBS_RATE,45.9,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_038_02_DENOMINATOR,323,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_038_02_NUMERATOR,15,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_038_02_OBS_RATE,4.6,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_038_02_ADJ_RATE,4,-,01/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_NUMBER,21,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_VOLUME,285,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_OBS_RATE,7.37,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_RS_RATE,8.23,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_RS_RATE_2_5,5.73,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_RS_RATE_97_5,11.71,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_039_01_HAI_COMP_PERF,No Different than the National Rate,-,10/01/2021,09/30/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_040_01_DENOMINATOR,224,-,10/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_040_01_NUMERATOR,210,-,10/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_040_01_OBS_RATE,93.8,-,10/01/2022,12/31/2022,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_041_01_DENOMINATOR,373,-,10/01/2022,03/31/2023,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_041_01_NUMERATOR,166,-,10/01/2022,03/31/2023,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
15031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,805 FLAGG CIRCLE,FLORENCE,AL,35631,Lauderdale,(256)740-5400,4,S_041_01_OBS_RATE,44.5,-,10/01/2022,03/31/2023,-,"805 FLAGG CIRCLE, FLORENCE, AL, 35631"
