Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,County,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who Received a Completed COVID-19 Vaccination at Any Time,Recent Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines,Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
09/24/23,105448,TITUSVILLE REHABILITATION & NURSING CENTER,1705 JESS PARRISH CT,TITUSVILLE,FL,32796,3212695720,Brevard,Y,Y,0,170,0,50,0,9,157,84,0,0,0,219,0,0,2023.81,107.14,0,88,134,100,,74.627,0,,0,0,,0
10/01/2023,105448,TITUSVILLE REHABILITATION & NURSING CENTER,1705 JESS PARRISH CT,TITUSVILLE,FL,32796,3212695720,Brevard,Y,Y,0,170,1,51,0,9,157,87,0,0,0,219,0,0,1954.02,103.45,0,83,,,,,,,,,,
10/08/2023,105448,TITUSVILLE REHABILITATION & NURSING CENTER,1705 JESS PARRISH CT,TITUSVILLE,FL,32796,3212695720,Brevard,Y,Y,0,170,1,52,0,9,157,82,0,0,0,219,0,0,2073.17,109.76,0,84,,,,,,,,,,
10/15/23,105448,TITUSVILLE REHABILITATION & NURSING CENTER,1705 JESS PARRISH CT,TITUSVILLE,FL,32796,3212695720,Brevard,Y,Y,0,170,0,52,0,9,157,84,0,0,0,219,0,0,2023.81,107.14,0,,,,,,,,,,,
05/24/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,47,47,5,5,3,3,0,0,0,0,32,32,0,0,644.07,16.95,,,,,,,,,,,,
05/31/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,54,0,0,0,32,0,0,870.37,55.56,,,,,,,,,,,,
06/07/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,62,0,0,0,32,0,0,758.06,48.39,,,,,,,,,,,,
06/14/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,68,0,0,0,32,0,0,691.18,44.12,,,,,,,,,,,,
06/21/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,68,0,0,0,32,0,0,691.18,44.12,,,,,,,,,,,,
06/28/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,68,0,0,0,32,0,0,691.18,44.12,,,,,,,,,,,,
07/05/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,66,0,0,0,32,0,0,712.12,45.45,,,,,,,,,,,,
07/12/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,67,0,0,0,32,0,0,701.49,44.78,,,,,,,,,,,,
07/19/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,68,0,0,0,32,0,0,691.18,44.12,,,,,,,,,,,,
07/26/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,67,0,0,6,38,0,0,701.49,44.78,,,,,,,,,,,,
08/02/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,70,0,0,1,39,0,0,671.43,42.86,,,,,,,,,,,,
08/09/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,69,0,0,0,39,0,0,681.16,43.48,,,,,,,,,,,,
08/16/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,68,0,0,2,41,0,0,691.18,44.12,,,,,,,,,,,,
08/23/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,5,0,3,99,72,0,0,0,41,0,0,652.78,41.67,,,,,,,,,,,,
08/30/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,1,6,0,3,99,74,0,0,1,42,0,0,635.14,40.54,,,,,,,,,,,,
09/06/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,6,0,3,99,74,0,0,0,42,0,0,635.14,40.54,,61,76,52,,68.421,,,0,,,0
09/13/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,6,0,3,99,76,0,0,0,42,0,0,618.42,39.47,,68,77,53,,68.831,,,0,,,0
09/20/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,47,0,6,0,3,99,78,0,0,0,42,0,0,602.56,38.46,,62,77,53,,68.831,,,0,,,0
09/27/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,1,48,1,7,0,3,99,80,0,0,1,43,12.5,0,600,37.5,,62,77,60,,77.922,,,0,,,0
10/04/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,7,0,3,99,79,0,0,0,43,0,0,607.59,37.97,,66,77,55,,71.429,,,0,,,0
10/11/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,7,0,3,99,77,0,0,0,43,0,0,623.38,38.96,,65,72,52,,72.222,,,0,,,0
10/18/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,7,0,3,99,81,0,0,0,43,0,0,592.59,37.04,,67,73,53,,72.603,,,0,,,0
10/25/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,7,0,3,99,82,0,0,0,43,0,0,585.37,36.59,,67,72,52,,72.222,,,0,,,0
11/01/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,8,0,3,99,81,0,0,0,43,0,0,592.59,37.04,,69,73,53,,72.603,,,0,,,0
11/08/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,8,0,3,99,80,0,0,0,43,0,0,600,37.5,,72,73,53,,72.603,,,0,,,0
11/15/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,9,0,3,99,79,0,0,0,43,0,0,607.59,37.97,,73,73,53,,72.603,,,0,,,0
11/22/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,9,0,3,99,77,0,0,0,43,0,0,623.38,38.96,,64,75,61,,81.333,,,0,,,0
11/29/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,9,0,3,99,76,0,0,0,43,0,0,631.58,39.47,,63,76,61,,80.263,,,0,,,0
12/06/2020,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,10,0,3,99,71,0,0,1,44,0,0,676.06,42.25,,63,70,56,,80,,,0,,,0
12/13/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,10,0,3,99,73,0,0,0,44,0,0,657.53,41.1,,62,72,56,,77.778,,,0,,,0
12/20/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,10,0,3,99,74,0,0,0,44,0,0,648.65,40.54,,61,73,56,,76.712,,,0,,,0
12/27/20,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,11,0,3,99,75,0,0,0,44,0,0,640,40,,57,71,44,,61.972,,,0,,,0
01/03/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,12,0,3,99,77,0,0,0,44,0,0,623.38,38.96,,59,73,44,,60.274,,,0,,,0
01/10/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,12,0,3,99,83,0,0,0,44,0,0,578.31,36.14,,59,73,47,,64.384,,,0,,,0
01/17/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,12,0,3,99,82,0,0,0,44,0,0,585.37,36.59,,58,72,46,,63.889,,,0,,,0
01/24/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,12,0,3,99,80,0,0,0,44,0,0,600,37.5,,58,69,49,,71.014,,,0,,,0
01/31/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,12,0,3,99,80,0,0,0,44,0,0,600,37.5,,57,71,50,,70.423,,,0,,,0
02/07/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,12,0,3,99,79,0,0,0,44,0,0,607.59,37.97,,58,72,50,,69.444,,,0,,,0
02/14/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,13,0,3,99,84,0,0,1,45,0,0,571.43,35.71,,62,69,51,,73.913,,,0,,,0
02/21/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,13,0,3,99,84,0,0,1,46,0,0,571.43,35.71,,63,72,54,,75,,,0,,,0
02/28/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,13,0,3,99,83,0,0,0,46,0,0,578.31,36.14,,65,72,54,,75,,,0,,,0
03/07/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,14,0,3,99,82,0,0,0,46,0,0,585.37,36.59,,64,72,54,,75,,,0,,,0
03/14/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,83,0,0,2,48,0,0,578.31,36.14,,66,73,56,,76.712,,,0,,,0
03/21/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,82,0,0,2,50,0,0,585.37,36.59,,65,72,62,,86.111,,,0,,,0
03/28/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,81,0,0,0,50,0,0,592.59,37.04,,64,77,62,,80.519,,,0,,,0
04/04/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,81,0,0,0,50,0,0,592.59,37.04,,64,75,62,,82.667,,,0,,,0
04/11/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,82,0,0,0,50,0,0,585.37,36.59,,65,72,61,,84.722,,,0,,,0
04/18/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,82,0,0,0,50,0,0,585.37,36.59,,64,72,61,,84.722,,,0,,,0
04/25/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,89,0,0,1,51,0,0,539.33,33.71,,64,72,60,,83.333,,,0,,,0
05/02/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,94,0,0,0,51,0,0,510.64,31.91,,64,68,60,,88.235,,,0,,,0
05/09/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,89,0,0,3,54,0,0,539.33,33.71,,65,68,61,,89.706,,,0,,,0
05/16/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,95,0,0,0,54,0,0,505.26,31.58,,69,80,71,,88.75,,,0,,,0
05/23/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,14,0,3,99,92,0,0,0,54,0,0,521.74,32.61,,71,81,71,,87.654,,,0,,,0
05/30/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,15,0,3,99,91,0,0,0,54,0,0,527.47,32.97,,88,88,59,,67.045,,,0,,,0
06/06/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,16,0,3,99,88,0,0,0,54,0,0,545.45,34.09,,89,88,60,,68.182,,,0,,,0
06/13/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,16,0,3,99,89,0,0,0,54,0,0,539.33,33.71,,89,90,67,,74.444,,,0,,,0
06/20/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,16,0,3,99,90,0,0,0,54,0,0,533.33,33.33,,89,96,68,,70.833,,,0,,,0
06/27/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,16,0,3,99,89,0,0,0,54,0,0,539.33,33.71,,86,88,69,,78.409,,,0,,,0
07/04/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,16,0,3,99,90,0,0,0,54,0,0,533.33,33.33,,90,97,69,,71.134,,,0,,,0
07/11/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,16,0,3,99,89,0,0,0,54,0,0,539.33,33.71,,88,98,68,,69.388,,,0,,,0
07/18/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,1,17,0,3,99,86,0,0,0,54,0,0,558.14,34.88,,86,101,67,,66.337,,,0,,,0
07/25/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,84,0,0,0,54,0,0,571.43,35.71,,85,98,68,,69.388,,,0,,,0
08/01/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,86,0,0,0,54,0,0,558.14,34.88,,89,98,68,,69.388,,,0,,,0
08/08/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,84,0,0,2,56,0,0,571.43,35.71,,85,98,71,,72.449,,,0,,,0
08/15/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,85,0,0,0,56,0,0,564.71,35.29,,84,98,72,,73.469,,,0,,,0
08/22/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,85,0,0,0,56,0,0,564.71,35.29,,86,97,72,,74.227,,,0,,,0
08/29/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,86,0,0,0,56,0,0,558.14,34.88,,88,98,72,,73.469,,,0,,,0
09/05/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,48,0,17,0,3,99,90,0,0,0,56,0,0,533.33,33.33,,86,98,70,,71.429,,,0,,,0
09/12/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,2,50,0,17,0,3,99,87,0,0,0,56,22.99,0,574.71,34.48,,87,98,70,,71.429,49,,0,30,,0
09/19/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,3,53,0,17,0,3,99,88,0,0,0,56,34.09,0,602.27,34.09,,86,98,75,,76.531,48,,0,32,,0
09/26/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,1,54,0,17,0,3,99,88,0,0,0,56,11.36,0,613.64,34.09,,89,97,75,,77.32,48,,0,32,,0
10/03/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,6,60,0,17,0,3,99,86,0,0,1,57,69.77,0,697.67,34.88,,80,98,76,,77.551,49,,0,28,,0
10/10/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,1,61,0,17,0,3,99,79,0,0,1,58,12.66,0,772.15,37.97,,81,98,78,,79.592,8,,0,13,,0
10/17/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,82,0,0,0,58,0,0,743.9,36.59,0,83,98,81,,82.653,8,,0,14,,0
10/24/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,83,0,0,0,58,0,0,734.94,36.14,0,83,98,88,,89.796,8,,0,16,,0
10/31/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,86,0,0,0,58,0,0,709.3,34.88,0,85,98,90,,91.837,8,,0,16,,0
11/07/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,90,0,0,0,58,0,0,677.78,33.33,0,90,99,93,,93.939,7,,0,19,,0
11/14/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,90,0,0,0,58,0,0,677.78,33.33,,87,99,93,,93.939,7,,0,19,,0
11/21/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,87,0,0,0,58,0,0,701.15,34.48,,89,91,66,,72.527,3,,0,19,,0
11/28/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,88,0,0,0,58,0,0,693.18,34.09,,88,98,77,,78.571,3,,0,21,,0
12/05/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,88,0,0,0,58,0,0,693.18,34.09,,89,98,73,,74.49,3,,0,21,,0
12/12/2021,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,88,0,0,0,58,0,0,693.18,34.09,,85,98,75,,76.531,3,,0,21,,0
12/19/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,17,0,3,99,85,0,0,0,58,0,0,717.65,35.29,,87,97,74,,76.289,3,,0,21,,0
12/26/21,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,2,19,0,3,99,86,0,0,1,59,0,0,709.3,34.88,,85,96,73,,76.042,3,,0,21,,0
01/02/2022,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,61,0,19,0,3,99,86,0,0,6,65,0,0,709.3,34.88,,86,96,74,,77.083,3,,0,21,,0
01/09/2022,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,11,72,0,19,0,3,99,85,0,0,3,68,129.41,0,847.06,35.29,,89,96,75,,78.125,3,,0,21,,0
01/16/22,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,11,83,1,20,0,3,99,89,0,0,6,74,123.6,0,932.58,33.71,,89,96,75,,78.125,3,,0,21,,0
01/23/22,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,1,84,1,21,0,3,99,88,0,0,1,75,11.36,0,954.55,34.09,,87,96,75,,78.125,3,,0,21,,0
01/30/22,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,1,85,1,22,0,3,99,85,0,0,2,77,11.76,0,1000,35.29,,85,96,75,,78.125,3,,0,21,,0
02/06/2022,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,2,87,0,22,0,3,99,87,0,0,1,78,22.99,0,1000,34.48,,85,96,76,,79.167,3,,0,21,,0
02/13/22,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,87,0,22,0,3,99,87,0,0,0,78,0,0,1000,34.48,,85,96,76,,79.167,3,,0,21,,0
02/20/22,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,87,0,22,0,3,99,85,0,0,0,78,0,0,1023.53,35.29,,85,96,76,,79.167,3,,0,21,,0
02/27/22,105449,MIAMI SHORES NURSING AND REHAB CENTER,9380 NW 7TH AVENUE,MIAMI,FL,33150,3057598711,Miami-Dade,Y,Y,0,87,0,22,0,3,99,85,0,0,0,78,0,0,1023.53,35.29,,86,96,76,,79.167,3,,0,21,,0
